id,date,time,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,referee,hs,as_,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,maxh,maxd,maxa,avgh,avgd,avga,total_goals,goal_diff,implied_prob_h,implied_prob_d,implied_prob_a,kickoff,home_win,home_goals_for_last5,home_goals_against_last5,home_points_last5,home_pass_accuracy_last5,home_progressive_passes_last5,home_progressive_pass_rate_last5,home_shots_last5,home_shots_on_target_last5,home_shot_accuracy_last5,home_conversion_rate_last5,home_big_chances_last5,home_big_chance_rate_last5,home_assisted_shot_rate_last5,home_touches_last5,home_touches_per_shot_last5,home_avg_shot_distance_last5,home_avg_shot_angle_last5,home_avg_score_diff_before_shot_last5,away_goals_for_last5,away_goals_against_last5,away_points_last5,away_pass_accuracy_last5,away_progressive_passes_last5,away_progressive_pass_rate_last5,away_shots_last5,away_shots_on_target_last5,away_shot_accuracy_last5,away_conversion_rate_last5,away_big_chances_last5,away_big_chance_rate_last5,away_assisted_shot_rate_last5,away_touches_last5,away_touches_per_shot_last5,away_avg_shot_distance_last5,away_avg_shot_angle_last5,away_avg_score_diff_before_shot_last5,ref_avg_yellows_last10,ref_avg_fouls_last10,ref_avg_goals_last10,ref_home_win_rate_last10,b365_home_prob,b365_draw_prob,b365_away_prob,bw_home_prob,bw_draw_prob,bw_away_prob,max_home_prob,max_draw_prob,max_away_prob,avg_home_prob,avg_draw_prob,avg_away_prob,odds_gap_home_away,implied_prob_sum_b365,market_favorite_strength,market_entropy_b365,home_odds_dispersion,away_odds_dispersion,goals_for_diff_last5,goals_against_diff_last5,points_diff_last5,pass_accuracy_diff_last5,progressive_pass_rate_diff_last5,shots_diff_last5,shots_on_target_diff_last5,shot_accuracy_diff_last5,conversion_rate_diff_last5,big_chances_diff_last5,big_chance_rate_diff_last5,assisted_shot_rate_diff_last5,touches_per_shot_diff_last5,avg_shot_distance_diff_last5,avg_shot_angle_diff_last5,avg_score_diff_before_shot_diff_last5,result_code
90,26/10/2025,16:30,Everton,Tottenham,0,3,A,0,2,A,C Pawson,12,7,2,4,9,8,9,8,2,0,0,0,2.35,3.4,3.0,2.35,3.4,2.95,2.4,3.4,3.15,2.35,3.38,2.99,3.0,-3,0.426,0.294,0.333,2025-10-26 16:30:00,0,0.8,1.2,1.0,0.7764775972012176,79.8,0.19441439378734254,12.0,7.4,0.6196825396825397,0.06746031746031746,1.6,0.12714285714285714,0.7463492063492063,580.4,56.94777777777779,16.46378313720271,0.47318667267828385,-0.40015873015873016,1.8,1.2,1.6,0.8145320898770743,84.4,0.17431582278124508,10.8,6.0,0.5448773448773448,0.1454834054834055,1.6,0.14715728715728715,0.7500721500721501,648.2,60.60271284271285,16.109112198767427,0.4678401942985664,-0.08075036075036075,2.0,24.2,2.2,0.6,0.425531914893617,0.29411764705882354,0.3333333333333333,0.425531914893617,0.29411764705882354,0.3389830508474576,0.4166666666666667,0.29411764705882354,0.31746031746031744,0.425531914893617,0.2958579881656805,0.33444816053511706,0.6499999999999999,1.0529828952857738,0.4041204437400951,1.086514680454374,0.02499999999999991,0.08770214744615235,-1.0,0.0,-0.6000000000000001,-0.0380544926758567,0.020098571006097465,1.1999999999999993,1.4000000000000004,0.07480519480519487,-0.07802308802308804,0.0,-0.020014430014430012,-0.0037229437229437945,-3.65493506493506,0.35467093843528374,0.0053464783797174675,-0.3194083694083694,2
91,01/11/2025,15:00,Brighton,Leeds,3,0,H,1,0,H,M Oliver,14,5,7,2,10,7,4,7,0,1,0,0,1.85,3.75,4.0,1.83,3.8,4.0,1.91,3.9,4.33,1.85,3.74,4.11,3.0,3,0.541,0.267,0.25,2025-11-01 15:00:00,1,2.0,1.8,1.6,0.8105284979327555,80.8,0.18386925940039048,14.6,8.4,0.5687028657616893,0.17267471091000502,1.8,0.1314228255404726,0.7063599798893916,627.2,43.03650075414781,19.301282603286865,0.4564821957452948,0.015233785822021107,1.6,1.6,1.4,0.809800427002434,85.2,0.18384138349125148,14.6,7.8,0.5524628879892038,0.16432186234817814,3.4,0.22225033738191632,0.6728913630229421,652.2,53.04119433198381,15.96361784052014,0.516094964628882,-0.06032388663967616,2.5,22.125,3.375,0.375,0.5405405405405405,0.26666666666666666,0.25,0.5464480874316939,0.2631578947368421,0.25,0.5235602094240838,0.25641025641025644,0.23094688221709006,0.5405405405405405,0.267379679144385,0.24330900243309,2.15,1.0572072072072072,0.5112910097997443,1.0313851285685725,0.03464101615137747,0.1555634918610405,0.3999999999999999,0.19999999999999996,0.20000000000000018,0.0007280709303214561,2.7875909138996846e-05,0.0,0.6000000000000005,0.016239977772485426,0.008352848561826887,-1.5999999999999999,-0.09082751184144372,0.03346861686644953,-10.004693577836,3.3376647627667246,-0.05961276888358724,0.07555767246169727,0
92,01/11/2025,15:00,Burnley,Arsenal,0,2,A,0,2,A,C Kavanagh,3,12,0,8,10,13,1,6,2,1,0,0,10.0,6.0,1.27,10.5,5.75,1.29,13.0,6.0,1.29,10.97,5.65,1.28,2.0,-2,0.1,0.167,0.787,2025-11-01 15:00:00,0,1.6,2.0,1.4,0.7681485449088086,68.6,0.18288976698419437,8.6,6.8,0.7887878787878788,0.26575757575757575,1.2,0.1596969696969697,0.7312121212121212,534.6,75.5209090909091,18.111657320472304,0.477518789823312,0.042727272727272725,1.4,0.4,2.6,0.8293351478222266,86.6,0.14793646253261156,15.8,9.6,0.5958333333333333,0.08821428571428572,2.8,0.1794047619047619,0.6810714285714285,739.2,50.910833333333336,14.712475494834669,0.5169027087335584,0.00726190476190478,3.4285714285714284,21.428571428571427,2.142857142857143,0.5714285714285714,0.1,0.16666666666666666,0.7874015748031495,0.09523809523809523,0.17391304347826086,0.7751937984496123,0.07692307692307693,0.16666666666666666,0.7751937984496123,0.09115770282588878,0.17699115044247787,0.78125,-8.73,1.0540682414698161,0.7470119521912351,0.732961696438579,1.3160135510953779,0.00957427107756339,0.20000000000000018,1.6,-1.2000000000000002,-0.06118660291341804,0.03495330445158282,-7.200000000000001,-2.8,0.1929545454545455,0.17754329004329003,-1.5999999999999999,-0.019707792207792202,0.05014069264069265,24.610075757575764,3.399181825637635,-0.039383918910246396,0.03546536796536794,2
93,01/11/2025,15:00,Crystal Palace,Brentford,2,0,H,1,0,H,P Bankes,9,6,2,2,7,11,6,5,0,3,0,0,1.91,3.6,3.9,1.93,3.6,3.8,1.95,3.75,4.1,1.92,3.65,3.85,2.0,2,0.524,0.278,0.256,2025-11-01 15:00:00,1,1.6,1.6,1.4,0.7424252910318809,89.4,0.2307261472079511,15.2,9.4,0.613452380952381,0.09055555555555556,4.6,0.26861111111111113,0.6353968253968254,564.2,42.10349206349206,15.21931422387622,0.5534475388167296,-0.08063492063492064,1.8,1.4,1.8,0.7523113645106455,85.4,0.21312703609273348,12.8,8.2,0.662293523469994,0.15792038027332145,4.2,0.3124539512774807,0.6934521687462865,557.0,51.88270944741532,14.727103050732723,0.533903407785463,0.25181224004753416,4.142857142857143,25.571428571428573,2.4285714285714284,0.7142857142857143,0.5235602094240838,0.2777777777777778,0.25641025641025644,0.5181347150259068,0.2777777777777778,0.2631578947368421,0.5128205128205129,0.26666666666666666,0.24390243902439027,0.5208333333333334,0.273972602739726,0.2597402597402597,1.99,1.057748243612118,0.4949762030671602,1.042748396754063,0.017078251276599347,0.13149778198382903,-0.19999999999999996,0.20000000000000018,-0.40000000000000013,-0.009886073478764579,0.017599111115217614,2.3999999999999986,1.200000000000001,-0.04884114251761307,-0.06736482471776589,0.39999999999999947,-0.04384284016636958,-0.05805534334946105,-9.77921738392326,0.49221117314349705,0.01954413103126662,-0.33244716068245483,0
94,01/11/2025,15:00,Fulham,Wolves,3,0,H,1,0,H,J Brooks,19,5,6,2,13,14,10,1,1,3,0,1,1.83,3.5,4.5,1.85,3.4,4.4,1.87,3.65,4.8,1.84,3.46,4.51,3.0,3,0.546,0.286,0.222,2025-11-01 15:00:00,1,1.2,2.0,0.6,0.7926499602345409,82.0,0.1819570567320219,11.6,7.4,0.6225108225108225,0.08008658008658008,1.4,0.11103896103896105,0.7288600288600289,613.2,53.251731601731606,17.81979038933308,0.4248154379650666,-0.305988455988456,1.0,2.0,0.4,0.7940611888763609,92.0,0.18752434722855524,12.6,7.0,0.5397712418300654,0.07315359477124182,1.2,0.10805555555555557,0.6570915032679738,658.6,58.86882352941177,17.193482244144718,0.45138897983510057,-0.7362745098039215,2.0,28.0,2.0,1.0,0.5464480874316939,0.2857142857142857,0.2222222222222222,0.5405405405405405,0.29411764705882354,0.22727272727272727,0.53475935828877,0.273972602739726,0.20833333333333334,0.5434782608695652,0.28901734104046245,0.22172949002217296,2.67,1.0543845953682018,0.5182625863770978,1.022621481774817,0.017078251276599347,0.17231270024773743,0.19999999999999996,0.0,0.19999999999999996,-0.0014112286418199727,-0.005567290496533345,-1.0,0.40000000000000036,0.08273958068075704,0.006932985315338258,0.19999999999999996,0.002983405483405477,0.07176852559205504,-5.617091927680164,0.6263081451883608,-0.026573541870033968,0.43028605381546553,0
95,01/11/2025,15:00,Nottingham Forest,Man United,2,2,D,0,1,A,D England,17,18,3,7,10,7,8,5,1,1,0,0,3.3,3.75,2.05,3.4,3.6,2.05,3.6,3.8,2.1,3.41,3.67,2.05,4.0,0,0.303,0.267,0.488,2025-11-01 15:00:00,0,0.2,1.8,0.2,0.8190666221985665,92.6,0.17535812611933088,12.8,8.2,0.6622281639928699,0.011764705882352941,1.4,0.09928698752228163,0.7833957219251337,696.6,68.24385918003566,17.583768201564954,0.43356218059022333,-0.9559625668449196,2.2,1.4,2.4,0.7589844081161173,89.4,0.21150183300950065,13.0,8.6,0.6654911754911754,0.17218781218781218,3.6,0.2832267732267732,0.718944388944389,597.4,46.18300366300367,15.79495120008944,0.5355550224470573,0.5921778221778222,4.2,21.6,2.0,0.6,0.30303030303030304,0.26666666666666666,0.48780487804878053,0.29411764705882354,0.2777777777777778,0.48780487804878053,0.2777777777777778,0.2631578947368421,0.47619047619047616,0.29325513196480935,0.2724795640326976,0.48780487804878053,-1.25,1.0575018477457503,0.4612804025719877,1.0624595487825175,0.12526638282742378,0.025000000000000133,-2.0,0.40000000000000013,-2.1999999999999997,0.06008221408244918,-0.03614370689016977,-0.1999999999999993,-0.40000000000000036,-0.003263011498305546,-0.16042310630545925,-2.2,-0.18393978570449157,0.06445133298074479,22.06085551703199,1.7888170014755147,-0.101992841856834,-1.5481403890227419,1
96,01/11/2025,17:30,Tottenham,Chelsea,0,1,A,0,1,A,J Gillett,3,15,1,9,14,12,6,5,4,2,0,0,2.7,3.5,2.5,2.75,3.5,2.45,2.8,3.6,2.6,2.71,3.52,2.5,1.0,-1,0.37,0.286,0.4,2025-11-01 17:30:00,0,1.8,1.2,1.6,0.8090915673098842,80.6,0.17650210539250705,9.4,5.0,0.5448773448773448,0.18834054834054834,2.0,0.23287157287157284,0.7072150072150072,627.2,67.83128427128426,15.563321954011553,0.5522083967846505,-0.1093217893217893,1.6,1.6,1.2,0.8384480053907003,78.6,0.1415770587674574,12.6,8.4,0.6587066365007541,0.13651206636500754,2.2,0.17616138763197586,0.7646380090497737,711.0,69.13824660633483,17.312314106810597,0.4585187419929744,0.10256787330316738,3.3333333333333335,19.5,3.8333333333333335,0.16666666666666666,0.37037037037037035,0.2857142857142857,0.4,0.36363636363636365,0.2857142857142857,0.4081632653061224,0.35714285714285715,0.2777777777777778,0.3846153846153846,0.36900369003690037,0.2840909090909091,0.4,-0.20000000000000018,1.0560846560846562,0.3787575150300601,1.0888789887934518,0.0454606056566194,0.06291528696058957,0.19999999999999996,-0.40000000000000013,0.40000000000000013,-0.029356438080816116,0.03492504662504964,-3.1999999999999993,-3.4000000000000004,-0.11382929162340927,0.0518284819755408,-0.20000000000000018,0.05671018523959698,-0.05742300183476656,-1.3069623350505708,-1.748992152799044,0.09368965479167612,-0.21188966262495668,2
97,01/11/2025,20:00,Liverpool,Aston Villa,2,0,H,1,0,H,S Attwell,16,10,4,3,13,11,1,4,2,3,0,0,1.65,4.33,4.5,1.6,4.4,4.8,1.67,4.5,5.0,1.63,4.32,4.81,2.0,2,0.606,0.231,0.222,2025-11-01 20:00:00,1,1.4,2.0,0.6,0.8296954976343744,94.2,0.16199628393843585,16.0,8.6,0.5585539606592238,0.09577884104199894,4.2,0.25133971291866025,0.7256353003721425,753.2,48.84135034556087,15.949505205286096,0.4761425898468527,-0.5161616161616162,1.8,0.8,2.6,0.8414079117622469,78.6,0.16486285524544805,10.6,7.2,0.6777777777777778,0.1822222222222222,1.6,0.15444444444444444,0.6816666666666668,631.6,61.648888888888884,18.147695353368896,0.40379358146123334,0.29944444444444446,5.166666666666667,21.833333333333332,2.6666666666666665,0.5,0.6060606060606061,0.23094688221709006,0.2222222222222222,0.625,0.22727272727272727,0.20833333333333334,0.5988023952095809,0.2222222222222222,0.2,0.6134969325153374,0.23148148148148145,0.2079002079002079,2.85,1.0592297104999182,0.5721710787120646,0.9791624888870761,0.029860788111948127,0.20661961830055406,-0.40000000000000013,1.2,-2.0,-0.011712414127872495,-0.0028665713070122056,5.4,1.3999999999999995,-0.11922381711855401,-0.08644338118022327,2.6,0.09689526847421581,0.04396863370547577,-12.807538543328015,-2.1981901480827997,0.07234900838561936,-0.8156060606060607,0
98,02/11/2025,14:00,West Ham,Newcastle,3,1,H,2,1,H,R Jones,15,12,9,4,5,10,7,6,1,2,0,0,5.25,4.0,1.62,4.8,4.0,1.66,5.5,4.4,1.67,4.99,4.08,1.64,4.0,2,0.19,0.25,0.617,2025-11-02 14:00:00,1,0.6,1.8,0.2,0.7781773982695439,76.2,0.1734778285508877,8.4,4.8,0.5261904761904762,0.06150793650793651,0.8,0.1392857142857143,0.8126984126984127,599.4,80.39563492063492,16.264652675101523,0.522847066876991,-0.7956349206349207,1.2,1.0,1.4,0.7688637772522762,81.2,0.1819219337635345,12.8,8.6,0.6638888888888889,0.08194444444444444,2.6,0.15972222222222224,0.8097222222222221,627.4,66.10555555555557,17.73891323301279,0.445375486398435,0.07777777777777779,2.4,18.4,2.6,0.8,0.19047619047619047,0.25,0.6172839506172839,0.20833333333333334,0.25,0.6024096385542169,0.18181818181818182,0.22727272727272727,0.5988023952095809,0.2004008016032064,0.24509803921568626,0.6097560975609756,-3.63,1.0577601410934743,0.5835764902042518,0.9639401927355757,0.3053413390507963,0.02217355782608338,-0.6,0.8,-1.2,0.009313621017267737,-0.008444105212646796,-4.4,-3.8,-0.13769841269841265,-0.020436507936507933,-1.8,-0.020436507936507947,0.0029761904761905766,14.29007936507935,-1.4742605579112684,0.07747158047855601,-0.8734126984126985,0
99,02/11/2025,16:30,Man City,Bournemouth,3,1,H,2,1,H,A Taylor,15,8,8,5,8,11,10,4,2,2,0,0,1.5,4.75,5.75,1.5,4.6,5.75,1.5,4.9,6.5,1.49,4.64,5.9,4.0,2,0.667,0.211,0.174,2025-11-02 16:30:00,1,1.8,0.6,2.0,0.8601968389535886,61.4,0.1119356128875276,14.6,10.4,0.7051461988304093,0.10962406015037596,3.4,0.25299916457811195,0.8678362573099415,779.8,64.61553884711779,16.585617237417672,0.43715698044634327,0.03281537176274021,2.0,1.2,1.8,0.7958821862322052,90.0,0.17538669152294867,11.0,7.8,0.7058857808857809,0.19364801864801864,1.0,0.10984848484848483,0.6177738927738927,681.0,63.01276223776224,19.475374242667094,0.4356113879561717,0.23012820512820512,2.75,18.375,3.5,0.625,0.6666666666666666,0.21052631578947367,0.17391304347826086,0.6666666666666666,0.2173913043478261,0.17391304347826086,0.6666666666666666,0.2040816326530612,0.15384615384615385,0.6711409395973155,0.21551724137931036,0.1694915254237288,4.25,1.0511060259344012,0.6342525399129173,0.908509140497781,0.0050000000000000044,0.3570714214271425,-0.19999999999999996,-0.6,0.19999999999999996,0.06431465272138337,-0.06345107863542107,3.5999999999999996,2.6000000000000005,-0.0007395820553716126,-0.08402395849764269,2.4,0.1431506797296271,0.2500623645360488,1.6027766093555513,-2.8897570052494217,0.0015455924901715545,-0.1973128333654649,0
100,03/11/2025,20:00,Sunderland,Everton,1,1,D,0,1,A,T Bramall,17,8,3,2,10,12,4,1,3,2,0,0,2.7,3.2,2.7,2.8,3.1,2.6,2.8,3.2,2.8,2.74,3.12,2.67,2.0,0,0.37,0.312,0.37,2025-11-03 20:00:00,0,1.2,0.8,2.0,0.732276474936255,80.6,0.2323188747290204,10.2,6.2,0.6083766233766233,0.09746753246753247,2.0,0.20883116883116887,0.6787662337662337,504.2,53.032467532467535,16.4095247974383,0.47729196912370353,-0.2666883116883117,0.8,1.8,0.8,0.7761026393969537,80.6,0.18865396170300303,10.4,6.6,0.6263492063492064,0.06746031746031746,1.6,0.14714285714285713,0.7263492063492063,595.2,61.90777777777778,16.585644933451096,0.4696194815712684,-0.7001587301587302,3.0,21.8,1.4,0.4,0.37037037037037035,0.3125,0.37037037037037035,0.35714285714285715,0.3225806451612903,0.3846153846153846,0.35714285714285715,0.3125,0.35714285714285715,0.36496350364963503,0.3205128205128205,0.37453183520599254,0.0,1.0532407407407407,0.3516483516483516,1.095533208041033,0.04898979485566336,0.08301606270274837,0.3999999999999999,-1.0,1.2,-0.04382616446069865,0.04366491302601738,-0.20000000000000107,-0.39999999999999947,-0.017972582972583084,0.03000721500721501,0.3999999999999999,0.06168831168831174,-0.047582972582972616,-8.875310245310246,-0.17612013601279486,0.007672487552435103,0.4334704184704185,1
101,08/11/2025,12:30,Tottenham,Man United,2,2,D,0,1,A,S Barrott,10,5,4,2,10,8,5,3,5,1,0,0,2.63,3.6,2.5,2.6,3.6,2.5,2.75,3.7,2.6,2.65,3.58,2.52,4.0,0,0.38,0.278,0.4,2025-11-08 12:30:00,0,1.4,1.0,1.4,0.7885046436816291,82.2,0.19143560861779968,7.8,4.4,0.5873015873015872,0.17015873015873015,1.6,0.1965079365079365,0.7253968253968253,598.8,94.72825396825397,16.580203701125956,0.5149415720675524,0.048253968253968285,2.2,1.6,2.0,0.7718837450660871,95.6,0.21343673355199613,14.4,9.4,0.6533699633699633,0.15804639804639806,3.0,0.22868131868131866,0.7765201465201466,625.4,43.694114774114766,16.806830343673703,0.49623698116227677,0.4194505494505494,5.2,23.6,2.6,0.4,0.3802281368821293,0.2777777777777778,0.4,0.3846153846153846,0.2777777777777778,0.4,0.36363636363636365,0.27027027027027023,0.3846153846153846,0.37735849056603776,0.27932960893854747,0.3968253968253968,-0.1299999999999999,1.058005914659907,0.37806972008145995,1.0866313137258476,0.06499999999999999,0.04760952285695238,-0.8000000000000003,-0.6000000000000001,-0.6000000000000001,0.016620898615541946,-0.022001124934196453,-6.6000000000000005,-5.0,-0.06606837606837612,0.012112332112332092,-1.4,-0.03217338217338217,-0.0511233211233213,51.0341391941392,-0.22662664254774612,0.018704590905275653,-0.3711965811965811,1
102,08/11/2025,15:00,Everton,Fulham,2,0,H,1,0,H,A Madley,14,8,5,4,11,14,7,5,2,2,0,0,2.2,3.3,3.4,2.15,3.25,3.4,2.25,3.35,3.5,2.2,3.28,3.4,2.0,2,0.455,0.303,0.294,2025-11-08 15:00:00,1,0.8,1.6,1.0,0.778246938764298,81.2,0.19156552449745717,10.2,6.6,0.6402380952380952,0.07023809523809524,1.8,0.17214285714285713,0.6485714285714286,594.2,63.29666666666667,16.46416833268067,0.493706911231906,-0.364047619047619,1.2,1.8,0.6,0.7964239476545828,84.2,0.17979773059644236,12.6,8.4,0.6413078149920255,0.07256778309409888,1.2,0.08923444976076554,0.7401382243487508,631.6,51.72767145135566,18.007498210401042,0.4078792966564115,-0.052604997341839474,3.0,23.666666666666668,3.0,0.3333333333333333,0.45454545454545453,0.30303030303030304,0.29411764705882354,0.46511627906976744,0.3076923076923077,0.29411764705882354,0.4444444444444444,0.29850746268656714,0.2857142857142857,0.45454545454545453,0.3048780487804878,0.29411764705882354,1.1999999999999997,1.0516934046345812,0.43220338983050843,1.0774294157005464,0.04082482904638634,0.050000000000000044,-0.3999999999999999,-0.19999999999999996,0.4,-0.01817700889028484,0.011767793901014817,-2.4000000000000004,-1.8000000000000007,-0.0010697197539303316,-0.00232968785600364,0.6000000000000001,0.08290840738209158,-0.09156679577732219,11.568995215311006,-1.543329877720371,0.08582761457549454,-0.3114426217057795,0
103,08/11/2025,15:00,West Ham,Burnley,3,2,H,1,1,D,M Salisbury,15,16,6,7,15,13,7,4,2,2,0,0,1.91,3.5,4.0,1.93,3.5,3.9,2.0,3.6,4.1,1.94,3.5,3.98,5.0,1,0.524,0.286,0.25,2025-11-08 15:00:00,1,1.0,1.6,0.8,0.7630064829705876,78.6,0.19123062632929366,9.8,6.4,0.5861904761904763,0.06317460317460317,1.0,0.14095238095238094,0.746031746031746,579.0,71.67396825396825,16.976956152735408,0.527251022062265,-0.8539682539682539,1.4,2.2,1.2,0.7771572029174665,71.6,0.18515600075042812,6.8,5.2,0.6554545454545455,0.24909090909090909,1.0,0.19303030303030305,0.6312121212121211,543.8,106.18757575757577,18.12909946801652,0.5204818575318727,-0.30727272727272725,3.6666666666666665,21.0,2.3333333333333335,0.6666666666666666,0.5235602094240838,0.2857142857142857,0.25,0.5181347150259068,0.2857142857142857,0.25641025641025644,0.5,0.2777777777777778,0.24390243902439027,0.5154639175257733,0.2857142857142857,0.25125628140703515,2.09,1.0592744951383695,0.4942630185348632,1.0425068220791298,0.038729833462074204,0.08225975119502033,-0.3999999999999999,-0.6000000000000001,-0.3999999999999999,-0.014150719946878887,0.006074625578865539,3.000000000000001,1.2000000000000002,-0.06926406926406925,-0.18591630591630592,0.0,-0.05207792207792211,0.11481962481962493,-34.51360750360752,-1.152143315281112,0.006769164530392335,-0.5466955266955267,0
104,08/11/2025,17:30,Sunderland,Arsenal,2,2,D,1,0,H,C Pawson,6,17,2,7,13,13,2,2,2,1,0,0,7.5,5.0,1.38,8.25,4.6,1.39,9.5,5.0,1.4,8.39,4.67,1.39,4.0,0,0.133,0.2,0.725,2025-11-08 17:30:00,0,1.2,0.8,2.0,0.7634058948757035,87.0,0.21641950080586544,10.8,6.6,0.6117379679144385,0.09494652406417112,2.0,0.20631016042780748,0.688850267379679,570.4,55.95347593582888,16.457863742370403,0.47476738978136684,-0.3036631016042781,1.6,0.2,3.0,0.8273614733307875,84.6,0.14936767199915807,15.8,10.2,0.6458333333333333,0.10488095238095238,3.2,0.21273809523809523,0.7144047619047619,716.4,49.01083333333334,14.711434143828981,0.5483172603952149,0.4239285714285714,2.0,23.0,2.3333333333333335,0.5,0.13333333333333333,0.2,0.7246376811594204,0.12121212121212122,0.2173913043478261,0.7194244604316548,0.10526315789473684,0.2,0.7142857142857143,0.11918951132300357,0.21413276231263384,0.7194244604316548,-6.12,1.0579710144927539,0.684931506849315,0.835140963113256,0.8250656539532678,0.008164965809277268,-0.40000000000000013,0.6000000000000001,-1.0,-0.06395557845508393,0.06705182880670738,-5.0,-3.5999999999999996,-0.034095365418894796,-0.009934428316781263,-1.2000000000000002,-0.00642793481028775,-0.02555449452508285,6.942642602495539,1.7464295985414218,-0.07354987061384805,-0.7275916730328496,1
105,08/11/2025,20:00,Chelsea,Wolves,3,0,H,0,0,D,A Kitchen,20,3,8,0,12,14,10,1,1,2,0,0,1.36,4.75,8.5,1.37,5.25,7.5,1.37,5.3,9.0,1.36,5.06,8.27,3.0,3,0.735,0.211,0.118,2025-11-08 20:00:00,1,1.6,1.2,1.8,0.8315517567273245,82.8,0.15665418015491,14.6,9.8,0.6720399698340874,0.10984539969834088,3.2,0.2161613876319759,0.7913046757164405,693.0,48.17824660633484,17.674119479769292,0.4645747890122859,0.5559012066365007,0.8,2.0,0.4,0.7800240798535786,90.6,0.20630127230920525,10.6,5.8,0.5481045751633987,0.09398692810457517,1.0,0.09555555555555556,0.5820915032679739,614.6,66.4521568627451,17.16524577255781,0.467797129382835,-0.5862745098039215,4.0,24.0,3.0,1.0,0.7352941176470588,0.21052631578947367,0.11764705882352941,0.7299270072992701,0.19047619047619047,0.13333333333333333,0.7299270072992701,0.18867924528301888,0.1111111111111111,0.7352941176470588,0.19762845849802374,0.12091898428053205,7.14,1.0634674922600618,0.6914119359534208,0.8193338115261065,0.005773502691896263,0.6244130577323528,0.8,-0.8,1.4,0.05152767687374593,-0.04964709215429525,4.0,4.000000000000001,0.1239353946706887,0.015858471593765716,2.2,0.12060583207642034,0.2092131724484666,-18.27391025641026,0.5088737072114817,-0.003222340370549137,1.142175716440422,0
106,09/11/2025,14:00,Aston Villa,Bournemouth,4,0,H,2,0,H,J Brooks,16,13,8,4,8,20,6,9,2,2,0,0,2.2,3.4,3.25,2.15,3.5,3.25,2.28,3.5,3.4,2.19,3.45,3.25,4.0,4,0.455,0.294,0.308,2025-11-09 14:00:00,1,1.6,1.0,2.4,0.8318468658363669,79.6,0.17727818763846076,10.2,6.4,0.6244444444444444,0.16555555555555554,1.4,0.13777777777777775,0.765,597.8,60.712222222222216,18.604206494646412,0.39634205079890616,0.11944444444444442,2.2,1.8,1.6,0.8089197207405935,85.8,0.16713520500776496,10.4,7.4,0.7104312354312354,0.21864801864801864,1.2,0.13484848484848483,0.6336829836829836,680.2,67.71276223776223,19.848492897980332,0.45097814078738957,-0.01987179487179489,3.0,27.5,2.5,1.0,0.45454545454545453,0.29411764705882354,0.3076923076923077,0.46511627906976744,0.2857142857142857,0.3076923076923077,0.4385964912280702,0.2857142857142857,0.29411764705882354,0.4566210045662101,0.2898550724637681,0.3076923076923077,1.0499999999999998,1.056355409296586,0.43029595015576316,1.0781419623301312,0.05446711546122725,0.07499999999999996,-0.6000000000000001,-0.8,0.7999999999999998,0.022927145095773427,0.010142982630695796,-0.20000000000000107,-1.0,-0.08598679098679107,-0.0530924630924631,0.19999999999999996,0.0029292929292929204,0.13131701631701642,-7.000540015540018,-1.2442864033339198,-0.054636089988483405,0.13931623931623932,0
